scaffold	start	end	mid	sites	lnL	cv_lnL
contig0	200282	200672	200505	50	-457.02813	-1045.09329
contig0	200684	201103	200875	50	-427.37836	-804.44501
contig0	201106	201526	201314	50	-449.03859	-960.9459
contig0	201532	201922	201724	50	-413.13472	-898.1952
contig0	201929	202331	202141	50	-390.66760	-982.36479
contig0	202332	202717	202528	50	-404.33329	-894.84983
contig0	202718	203086	202905	50	-376.11814	-788.77774
contig0	203091	203614	203336	50	-404.70239	-927.54193
contig0	203615	204039	203838	50	-399.73019	-745.5373
contig0	204044	204465	204241	50	-430.66643	-998.81799
contig0	204469	204839	204663	50	-408.90329	-647.7361
contig0	204848	205267	205052	50	-437.03815	-1175.06527
contig0	205273	205649	205460	50	-456.46299	-877.36047
contig0	205660	206106	205896	50	-419.12397	-864.00343
contig0	206114	206495	206301	50	-426.51772	-971.02587
contig0	206496	206906	206715	50	-374.18334	-840.94356
contig0	206917	207363	207164	50	-436.08867	-985.32225
contig0	207383	207768	207592	50	-421.78622	-932.54283
contig0	207771	208096	207929	50	-388.68466	-662.48655
contig0	208109	208397	208264	50	-423.31026	-1031.44352
contig0	208399	208749	208571	50	-427.89201	-740.28594
contig0	208758	209063	208898	50	-382.08623	-633.10904
contig0	209064	209408	209209	50	-410.26432	-744.8433
contig0	209420	209747	209569	50	-450.23276	-928.60357
contig0	209748	210110	209943	50	-433.53836	-844.04136
contig0	210140	210500	210330	50	-419.47070	-723.90329
contig0	210507	210866	210710	50	-382.28856	-796.89273
contig0	210869	211379	211126	50	-394.35988	-673.25635
contig0	211382	211829	211585	50	-395.48151	-899.66436
contig0	211831	212207	212003	50	-470.86956	-874.83306
contig0	212209	212493	212345	50	-390.43688	-1053.28641
contig0	212496	212960	212727	50	-417.68080	-805.27433
contig0	212971	213338	213163	50	-411.80488	-834.84788
contig0	213342	213700	213549	50	-424.54567	-995.84775
contig0	213731	214124	213928	50	-395.44441	-799.75149
contig0	214125	214492	214288	50	-402.38558	-768.93844
contig0	214497	214889	214672	50	-399.65863	-711.62007
contig0	214907	215295	215089	50	-405.56672	-791.6844
contig0	215301	215629	215492	50	-423.73610	-953.7277
contig0	215638	215962	215797	50	-423.98283	-732.91857
contig0	215971	216393	216146	50	-435.84745	-1211.83044
contig0	216395	216777	216593	50	-453.75941	-937.38747
contig0	216789	217274	217012	50	-422.25516	-1000.047
contig0	217276	217554	217395	50	-387.87047	-729.366
contig0	217568	217944	217748	50	-363.17195	-556.77895
contig0	217955	218294	218117	50	-441.80079	-950.28434
contig0	218298	218768	218535	50	-369.36031	-587.84751
contig0	218789	219189	218996	50	-386.14377	-826.95454
contig0	219193	219698	219406	50	-388.19729	-903.66708
contig0	219708	220294	220044	50	-376.96465	-629.78978
contig0	220315	220787	220553	50	-444.09963	-888.61783
contig0	220813	221146	220970	50	-450.20038	-1045.46107
contig0	221157	221447	221302	50	-438.53780	-1061.74598
contig0	221450	221896	221676	50	-421.31370	-1081.0538
contig0	221907	222259	222081	50	-416.81984	-810.63323
contig0	222266	222621	222453	50	-403.90882	-677.44773
contig0	222623	223081	222827	50	-423.17132	-1207.20755
contig0	223086	223499	223305	50	-441.21067	-820.26167
contig0	223515	223985	223772	50	-412.82834	-887.93431
contig0	223987	224363	224183	50	-416.18522	-1066.13499
contig0	224364	224841	224633	50	-426.37284	-948.01593
contig0	224846	225120	224975	50	-409.94008	-902.04597
contig0	225131	225583	225343	50	-442.06248	-866.30535
contig0	225596	226114	225879	50	-368.02270	-846.33917
contig0	226122	226443	226273	50	-421.01900	-629.99922
contig0	226445	226806	226611	50	-412.08070	-1056.15076
contig0	226846	227284	227078	50	-411.27448	-960.27609
contig0	227290	227686	227502	50	-401.55947	-761.94229
contig0	227712	228039	227881	50	-391.75765	-966.23096
contig0	228042	228414	228237	50	-408.16210	-949.32635
contig0	228416	228776	228594	50	-395.83198	-1104.23891
contig0	228798	229237	229019	50	-379.54748	-745.73456
contig0	229239	229689	229459	50	-390.77722	-848.86341
contig0	229690	230098	229876	50	-389.07059	-892.34824
contig0	230101	230537	230307	50	-417.16593	-836.27785
contig0	230558	230954	230748	50	-404.02883	-697.29549
contig0	230975	231375	231193	50	-407.93098	-782.87577
contig0	231384	231687	231550	50	-384.38537	-649.73314
contig0	231697	232135	231909	50	-405.04675	-847.45582
contig0	232142	232599	232360	50	-426.44796	-803.95163
contig0	232600	233010	232808	50	-412.85638	-845.50238
contig0	233013	233402	233211	50	-410.55931	-754.85186
contig0	233406	233829	233616	50	-384.59875	-847.11872
contig0	233833	234259	234036	50	-446.26751	-961.05558
contig0	234263	234701	234488	50	-408.94999	-839.50418
contig0	234705	235140	234945	50	-438.15651	-896.00299
contig0	235144	235512	235329	50	-399.21552	-1249.04263
contig0	235516	235948	235724	50	-393.45799	-718.86325
contig0	235957	236271	236120	50	-388.47607	-848.96881
contig0	236276	236793	236513	50	-427.94786	-1105.53886
contig0	236794	237182	237014	50	-438.21808	-924.18353
contig0	237183	237539	237374	50	-388.50172	-768.36158
contig0	237544	238018	237806	50	-416.90562	-1094.50132
contig0	238027	238428	238225	50	-384.25636	-941.11184
contig0	238435	238806	238612	50	-373.24807	-812.12011
contig0	238824	239246	239064	50	-379.73579	-627.4318
contig0	239252	239667	239456	50	-436.51010	-884.12844
contig0	239674	240141	239898	50	-393.19114	-985.40635
contig0	240147	240481	240309	50	-427.30260	-916.76473
contig0	240504	240968	240758	50	-386.20666	-747.52816
contig0	240971	241307	241148	50	-373.02458	-580.01486
contig0	241309	241730	241523	50	-403.00078	-1183.95393
contig0	241735	242079	241913	50	-398.72059	-1096.90377
contig0	242091	242482	242293	50	-425.97178	-885.15966
contig0	242489	242871	242687	50	-405.07856	-815.28477
contig0	242884	243287	243082	50	-446.39814	-859.22304
contig0	243289	243609	243448	50	-423.45064	-812.97247
contig0	243633	243930	243773	50	-411.27110	-936.46573
contig0	243934	244208	244082	50	-412.36434	-781.57089
contig0	244216	244656	244445	50	-397.38067	-708.92813
contig0	244665	245038	244840	50	-456.03786	-1036.3666
contig0	245047	245480	245248	50	-415.61578	-744.49194
contig0	245487	245957	245708	50	-411.80894	-824.96073
contig0	245964	246347	246142	50	-391.24539	-669.42643
contig0	246349	246809	246613	50	-424.49123	-827.75228
contig0	246814	247149	246965	50	-388.10016	-979.90797
contig0	247167	247517	247375	50	-375.05182	-835.55471
contig0	247518	247887	247709	50	-411.05086	-853.6625
contig0	247888	248239	248069	50	-401.56021	-827.89108
contig0	248253	248627	248461	50	-399.85552	-914.06882
contig0	248644	248978	248793	50	-417.96525	-692.70064
contig0	248979	249374	249187	50	-442.34802	-977.59201
contig0	249395	249854	249624	50	-406.20036	-947.92054
contig0	249868	250286	250072	50	-423.01592	-776.86823
contig0	250287	250723	250492	50	-382.58574	-783.82528
contig0	250725	251078	250907	50	-428.94030	-963.16292
contig0	251090	251542	251283	50	-416.49744	-834.18996
contig0	251549	251869	251720	50	-414.96366	-762.91188
contig0	251871	252289	252071	50	-437.48110	-987.14166
contig0	252296	252696	252480	50	-414.81052	-930.01107
contig0	252698	252988	252839	50	-425.32677	-949.80627
contig0	252991	253338	253158	50	-458.09259	-1021.30847
contig0	253346	253744	253578	50	-416.38703	-1071.07928
contig0	253757	254107	253940	50	-379.23125	-682.21091
contig0	254142	254493	254308	50	-380.79833	-1101.58574
contig0	254509	254927	254699	50	-386.92280	-680.75583
contig0	254931	255258	255100	50	-407.83624	-799.92483
contig0	255259	255490	255383	50	-394.98349	-953.22356
contig0	255502	255821	255650	50	-376.16757	-892.86028
contig0	255829	256180	256018	50	-395.73480	-1056.97673
contig0	256195	256549	256370	50	-418.74979	-603.60603
contig0	256559	256996	256762	50	-399.21288	-572.15604
contig0	256998	257352	257171	50	-420.75766	-814.67258
contig0	257356	257835	257612	50	-386.31998	-873.7016
contig0	257858	258278	258077	50	-381.34392	-726.69771
contig0	258293	258760	258505	50	-400.24088	-688.15954
contig0	258765	259228	259003	50	-371.97550	-745.03404
contig0	259230	259686	259465	50	-385.75255	-622.07065
contig0	259689	260120	259883	50	-378.48535	-747.73003
contig0	260125	260480	260296	50	-375.76655	-626.56698
contig0	260484	260868	260664	50	-417.09250	-854.87323
contig0	260876	261220	261059	50	-356.89790	-615.9827
contig0	261225	261621	261416	50	-384.61797	-618.84865
contig0	261623	261995	261833	50	-385.13107	-646.80908
contig0	261996	262349	262179	50	-419.48304	-805.2064
contig0	262357	262765	262568	50	-406.51904	-765.96677
contig0	262773	263090	262959	50	-408.31954	-669.59401
contig0	263092	263499	263312	50	-376.86125	-524.47337
contig0	263511	263858	263663	50	-381.02647	-666.64201
contig0	263876	264252	264073	50	-390.01031	-800.61702
contig0	264253	264667	264463	50	-390.65078	-751.65868
contig0	264670	265060	264884	50	-331.24570	-694.56944
contig0	265073	265389	265232	50	-399.88307	-1043.51594
contig0	265392	265688	265556	50	-429.29109	-971.12496
contig0	265689	266219	265956	50	-465.88770	-1261.15305
contig0	266231	266559	266393	50	-425.70116	-972.84649
contig0	266572	266903	266758	50	-431.24288	-944.72685
contig0	266905	267372	267142	50	-414.67135	-803.03737
contig0	267394	267726	267548	50	-411.26600	-821.78459
contig0	267730	268124	267944	50	-397.27632	-694.61435
contig0	268133	268416	268261	50	-419.85852	-976.60152
contig0	268419	268716	268558	50	-401.77355	-1243.41073
contig0	268718	269089	268882	50	-374.91983	-750.47021
contig0	269105	269566	269367	50	-379.48203	-715.30725
contig0	269570	270010	269794	50	-375.45876	-648.90219
contig0	270024	270425	270218	50	-391.58675	-978.97255
contig0	270438	270817	270641	50	-366.10748	-751.13548
contig0	270818	271179	270967	50	-389.50351	-775.90162
contig0	271181	271577	271375	50	-445.16221	-988.58617
contig0	271586	271985	271792	50	-402.80888	-778.04181
contig0	271987	272408	272188	50	-380.05281	-651.66468
contig0	272409	272836	272619	50	-405.24502	-859.12515
contig0	272844	273195	273015	50	-385.01187	-636.13434
contig0	273231	273681	273469	50	-370.37792	-623.04777
contig0	273684	274103	273885	50	-429.07118	-1006.91497
contig0	274111	274429	274254	50	-416.97057	-781.42078
contig0	274439	274765	274627	50	-386.66129	-703.51916
contig0	274767	275179	274979	50	-433.60141	-817.60253
contig0	275186	275730	275477	50	-366.45160	-815.80053
contig0	275735	276155	275962	50	-373.10147	-1018.07431
contig0	276163	276583	276382	50	-421.09563	-880.76039
contig0	276601	276977	276786	50	-369.60739	-805.49834
contig0	276983	277388	277155	50	-374.25371	-781.52903
contig0	277390	277910	277674	50	-398.88976	-739.69921
contig0	277918	278427	278196	50	-450.63957	-1164.05666
contig0	278458	278805	278620	50	-399.99632	-740.90405
contig0	278813	279195	278999	50	-402.56833	-1018.23787
contig0	279196	279685	279434	50	-407.79038	-746.25722
contig0	279686	280152	279928	50	-468.86082	-1061.20647
contig0	280160	280483	280343	50	-370.72971	-551.21836
contig0	280493	280859	280665	50	-388.46855	-1092.0416
contig0	280872	281202	281038	50	-430.66246	-1153.36624
contig0	281214	281593	281376	50	-417.44713	-893.74287
contig0	281626	282091	281835	50	-436.50468	-1007.57019
contig0	282097	282535	282298	50	-386.21117	-909.80839
contig0	282541	283054	282817	50	-424.32239	-1016.94173
contig0	283067	283369	283226	50	-370.28583	-615.31398
contig0	283384	283852	283638	50	-427.60116	-841.22724
contig0	283866	284308	284118	50	-400.32919	-813.63364
contig0	284323	284727	284557	50	-381.35261	-649.60752
contig0	284738	285176	284967	50	-411.68631	-918.1044
contig0	285185	285599	285401	50	-400.29660	-697.30289
contig0	285604	285946	285752	50	-415.79931	-948.08981
contig0	285954	286494	286199	50	-416.01089	-1044.59578
contig0	286497	286798	286657	50	-443.79939	-784.15946
contig0	286802	287160	286961	50	-400.13140	-703.98747
contig0	287166	287548	287343	50	-399.98775	-1053.5924
contig0	287558	287972	287781	50	-443.28441	-1091.36557
contig0	287976	288439	288197	50	-385.35028	-712.39586
contig0	288441	288961	288707	50	-415.35697	-681.37763
contig0	288990	289322	289172	50	-365.85096	-562.00152
contig0	289333	289717	289518	50	-415.53876	-770.04443
contig0	289718	290159	289917	50	-410.96714	-748.01793
contig0	290182	290551	290387	50	-421.98611	-747.77784
contig0	290556	290923	290764	50	-387.47194	-666.18
contig0	290929	291384	291181	50	-403.61034	-864.24219
contig0	291385	291777	291567	50	-337.33693	-681.55208
contig0	291783	292172	291951	50	-403.10497	-1151.61934
contig0	292179	292590	292402	50	-424.29942	-683.47507
contig0	292593	292914	292767	50	-408.38805	-745.47522
contig0	292916	293350	293166	50	-385.49750	-909.32353
contig0	293352	293723	293551	50	-396.28658	-734.84959
contig0	293732	294154	293953	50	-388.73720	-814.58648
contig0	294194	294602	294400	50	-408.81478	-679.78391
contig0	294603	295036	294780	50	-442.28307	-911.68774
contig0	295038	295449	295244	50	-393.84223	-782.98503
contig0	295450	295814	295618	50	-369.66486	-703.24918
contig0	295825	296115	295967	50	-405.91339	-771.23729
contig0	296118	296512	296311	50	-410.75360	-797.43699
contig0	296527	297046	296783	50	-417.06364	-909.50993
contig0	297063	297453	297232	50	-383.48668	-652.82095
contig0	297456	297934	297686	50	-410.66171	-990.31269
contig0	297949	298272	298100	50	-391.96900	-973.79574
contig0	298284	298648	298457	50	-415.27689	-1038.25639
contig0	298650	298995	298850	50	-399.72569	-866.94464
contig0	299001	299317	299154	50	-368.93726	-725.243
contig0	299322	299686	299507	50	-384.60542	-733.19885
contig0	299720	300200	299958	50	-378.96010	-649.0694
contig0	300211	300610	300427	50	-376.55360	-842.31365
contig0	300622	301046	300830	50	-418.79459	-856.07121
contig0	301052	301467	301225	50	-383.00734	-677.87787
contig0	301508	301934	301723	50	-371.23974	-735.96631
contig0	301944	302382	302133	50	-452.15890	-994.59645
contig0	302393	302752	302553	50	-414.51484	-1450.99559
contig0	302756	303104	302957	50	-409.07124	-1020.03409
contig0	303138	303486	303316	50	-399.18175	-806.99561
contig0	303494	303826	303662	50	-388.73297	-547.31432
contig0	303836	304143	303986	50	-455.43285	-904.06219
contig0	304152	304623	304394	50	-403.24144	-850.15008
contig0	304660	305053	304833	50	-391.94075	-694.36551
contig0	305054	305412	305237	50	-405.97374	-807.25129
contig0	305413	305802	305580	50	-419.67190	-738.53754
contig0	305809	306175	306012	50	-391.02789	-628.5844
contig0	306176	306620	306405	50	-427.76724	-1048.52794
contig0	306644	306977	306808	50	-390.89320	-820.81116
contig0	306983	307364	307197	50	-371.25169	-648.43288
contig0	307367	307684	307523	50	-378.35686	-932.4598
contig0	307686	308038	307872	50	-396.09579	-837.51769
contig0	308069	308309	308193	50	-457.32774	-886.57103
contig0	308311	308614	308448	50	-426.84188	-893.71411
contig0	308627	308984	308821	50	-427.94513	-1388.40964
contig0	308991	309330	309166	50	-398.53237	-801.24433
contig0	309338	309710	309533	50	-383.69204	-923.06222
contig0	309714	310086	309889	50	-444.79953	-901.44337
contig0	310091	310398	310228	50	-474.38687	-1122.89365
contig0	310406	310710	310569	50	-478.01062	-938.97287
contig0	310719	311042	310890	50	-427.57373	-858.24699
contig0	311044	311429	311251	50	-417.72618	-887.00799
contig0	311442	311907	311668	50	-400.76251	-821.60229
contig0	311911	312312	312106	50	-397.42347	-966.12222
contig0	312324	312788	312570	50	-393.28203	-722.80669
contig0	312793	313273	313007	50	-424.52850	-1050.44195
contig0	313294	313782	313531	50	-405.64404	-980.35745
contig0	313784	314161	313970	50	-431.92872	-1190.68857
contig0	314166	314560	314355	50	-433.25258	-884.86105
contig0	314562	314879	314696	50	-394.72977	-780.36874
contig0	314882	315283	315082	50	-405.41578	-836.79603
contig0	315288	315750	315550	50	-411.12795	-885.24435
contig0	315757	316070	315908	50	-390.57514	-718.61629
contig0	316078	316417	316255	50	-423.80653	-907.00006
contig0	316426	316729	316555	50	-413.32543	-785.64799
contig0	316751	317157	316956	50	-409.49550	-962.50234
contig0	317162	317503	317337	50	-413.62884	-849.62908
contig0	317507	317805	317663	50	-402.36545	-774.9525
contig0	317809	318101	317964	50	-438.14525	-884.15664
contig0	318107	318537	318308	50	-400.22004	-801.60469
contig0	318562	318967	318760	50	-428.40631	-703.9634
contig0	318989	319382	319190	50	-436.07123	-1034.51222
contig0	319406	319747	319562	50	-372.12198	-981.718
contig0	319772	320224	320001	50	-423.29891	-925.90216
contig0	320225	320635	320420	50	-409.63061	-833.00357
contig0	320646	320952	320824	50	-391.52567	-875.93118
contig0	320958	321465	321218	50	-365.85115	-646.96457
contig0	321485	321886	321676	50	-394.96212	-848.0428
contig0	321888	322315	322107	50	-411.51343	-724.87521
contig0	322318	322803	322559	50	-416.13702	-825.04643
contig0	322816	323231	323048	50	-406.23624	-862.68926
contig0	323239	323637	323422	50	-393.86113	-736.24046
contig0	323640	323875	323740	50	-391.12020	-719.91168
contig0	323877	324206	324051	50	-387.66103	-683.81926
contig0	324222	324662	324432	50	-369.09459	-642.63022
contig0	324684	325059	324864	50	-368.05331	-625.79077
contig0	325067	325534	325292	50	-406.45674	-895.43514
contig0	325551	326090	325816	50	-432.12789	-1043.21507
contig0	326098	326515	326277	50	-410.77338	-802.88118
contig0	326522	326966	326740	50	-413.61117	-953.32362
contig0	326969	327268	327140	50	-412.31268	-780.77989
contig0	327271	327620	327453	50	-416.18801	-745.18215
contig0	327627	327966	327808	50	-386.76277	-739.82626
contig0	327971	328363	328175	50	-421.00816	-902.6217
contig0	328364	328754	328547	50	-437.01388	-840.57872
contig0	328756	329148	328970	50	-390.03119	-695.07936
contig0	329169	329590	329388	50	-438.56041	-854.31916
contig0	329593	330092	329848	50	-465.97828	-1067.23127
contig0	330100	330455	330308	50	-383.90380	-809.36213
contig0	330460	330815	330643	50	-390.83759	-772.96535
contig0	330816	331161	330992	50	-420.41049	-829.45937
contig0	331165	331577	331356	50	-437.16362	-864.88021
contig0	331585	331994	331796	50	-427.20814	-846.67724
contig0	332023	332445	332240	50	-410.56061	-802.20358
contig0	332454	332837	332690	50	-350.62669	-674.08359
contig0	332853	333215	333035	50	-392.72187	-836.21271
contig0	333219	333671	333431	50	-401.57840	-742.45441
contig0	333693	334094	333899	50	-413.32638	-894.88427
contig0	334100	334618	334384	50	-421.54584	-931.26165
contig0	334637	335024	334823	50	-398.84821	-1030.28361
contig0	335025	335560	335286	50	-419.85588	-1024.51527
contig0	335579	335981	335762	50	-365.77431	-690.2176
contig0	335986	336337	336142	50	-407.73203	-584.0421
contig0	336338	336833	336573	50	-401.52705	-885.34147
contig0	336841	337308	337086	50	-441.34912	-1077.48642
contig0	337309	337659	337504	50	-426.86913	-1048.54944
contig0	337660	338054	337864	50	-469.08508	-1311.80599
contig0	338066	338380	338232	50	-383.10207	-772.12118
contig0	338391	338697	338554	50	-429.48434	-795.294
contig0	338703	339048	338889	50	-451.29108	-1017.98899
contig0	339051	339432	339260	50	-460.80967	-891.6323
contig0	339434	339850	339644	50	-385.51948	-750.71955
contig0	339878	340371	340092	50	-406.20477	-658.25631
contig0	340439	340840	340650	50	-416.19004	-708.22338
contig0	340857	341285	341110	50	-410.06432	-951.19599
contig0	341290	341628	341440	50	-420.94356	-947.60785
contig0	341638	342179	341902	50	-408.41087	-738.72396
contig0	342180	342607	342396	50	-382.99910	-814.15615
contig0	342618	343030	342812	50	-388.79328	-804.68616
contig0	343040	343412	343239	50	-441.57100	-902.61906
contig0	343415	343731	343564	50	-434.66575	-1033.10642
contig0	343732	344068	343876	50	-422.10967	-728.67406
contig0	344069	344461	344250	50	-446.41583	-834.18532
contig0	344466	344823	344643	50	-413.78632	-869.96983
contig0	344830	345366	345100	50	-441.28448	-1150.15125
contig0	345368	345827	345602	50	-433.11634	-1037.08988
contig0	345828	346114	345961	50	-425.48744	-930.47966
contig0	346117	346452	346276	50	-422.86857	-1078.34729
contig0	346453	346860	346649	50	-384.43208	-850.15935
contig0	346861	347185	347024	50	-386.61968	-802.88135
contig0	347187	347541	347361	50	-425.24434	-1107.70087
contig0	347554	347987	347759	50	-386.66405	-864.86005
contig0	348012	348295	348154	50	-383.97453	-657.20234
contig0	348310	348602	348457	50	-403.40012	-1093.19632
contig0	348610	349000	348797	50	-394.56099	-1007.44647
contig0	349004	349506	349256	50	-474.17779	-1045.95881
contig0	349508	349829	349683	50	-476.59928	-889.69127
contig0	349834	350200	350026	50	-413.91515	-1070.22834
contig0	350206	350606	350395	50	-402.69493	-842.08083
contig0	350615	351031	350823	50	-417.72734	-765.651
contig0	351039	351282	351164	50	-434.78939	-911.65835
contig0	351283	351558	351411	50	-375.95898	-698.20223
contig0	351574	351988	351781	50	-425.54440	-786.64511
contig0	351996	352274	352139	50	-398.68549	-848.22511
contig0	352275	352617	352445	50	-432.74958	-920.76899
contig0	352619	353024	352797	50	-389.89567	-956.69303
contig0	353029	353376	353195	50	-395.34861	-1013.02286
contig0	353392	353762	353568	50	-414.74750	-847.74776
contig0	353763	354125	353943	50	-387.20970	-876.84062
contig0	354127	354522	354303	50	-388.49500	-894.37849
contig0	354524	354844	354667	50	-417.50644	-1008.47467
contig0	354845	355257	355049	50	-418.46816	-799.08565
contig0	355267	355617	355430	50	-381.47795	-755.88656
contig0	355619	356071	355829	50	-447.96351	-956.77025
contig0	356075	356402	356229	50	-380.66855	-828.80429
contig0	356405	356755	356569	50	-403.87538	-819.41056
contig0	356766	357192	356960	50	-405.98971	-860.24065
contig0	357198	357555	357381	50	-401.79167	-937.8413
contig0	357556	357896	357734	50	-406.29288	-1072.69336
contig0	357898	358328	358099	50	-374.83153	-778.663
contig0	358340	358814	358611	50	-391.48493	-772.93034
contig0	358826	359257	359092	50	-398.99648	-695.44551
contig0	359263	359736	359520	50	-447.03306	-1015.13611
contig0	359738	360098	359940	50	-372.04463	-604.88524
contig0	360104	360500	360336	50	-377.96965	-785.16309
contig0	360501	360890	360703	50	-381.41324	-809.16494
contig0	360911	361331	361130	50	-381.91368	-783.87854
contig0	361345	361715	361505	50	-422.27348	-933.25768
contig0	361724	362237	361996	50	-385.58545	-949.72427
contig0	362242	362587	362398	50	-410.21880	-851.9765
contig0	362589	362999	362772	50	-384.98529	-795.7036
contig0	363007	363432	363223	50	-427.65629	-886.12944
contig0	363441	363827	363649	50	-442.10940	-884.10922
contig0	363828	364229	364024	50	-368.68924	-547.86379
contig0	364249	364595	364436	50	-433.21900	-882.36563
contig0	364617	364927	364786	50	-398.89552	-729.72531
contig0	364934	365267	365094	50	-344.15721	-769.91372
contig0	365272	365740	365504	50	-414.56465	-917.83931
contig0	365743	366215	365959	50	-389.72405	-717.569
contig0	366216	366584	366390	50	-432.37895	-985.83351
contig0	366589	366886	366747	50	-369.43000	-618.52969
contig0	366893	367205	367073	50	-370.13214	-709.71038
contig0	367208	367699	367439	50	-372.43912	-820.59022
contig0	367703	368049	367863	50	-390.96694	-704.49683
contig0	368055	368432	368248	50	-395.75570	-706.05921
contig0	368440	368810	368629	50	-399.83952	-782.72373
contig0	368820	369185	368995	50	-423.50111	-1263.07858
contig0	369196	369671	369404	50	-436.99429	-1057.84226
contig0	369678	369952	369801	50	-417.66988	-802.96072
contig0	369953	370291	370128	50	-407.62146	-792.51208
contig0	370329	370658	370496	50	-409.54089	-720.41162
contig0	370662	371051	370882	50	-355.85826	-672.93323
contig0	371058	371335	371217	50	-406.41116	-740.82485
contig0	371351	371731	371534	50	-409.97701	-845.38816
contig0	371732	372139	371959	50	-432.92068	-953.38186
contig0	372140	372626	372346	50	-400.05820	-861.15631
contig0	372651	373076	372871	50	-378.83217	-868.87425
contig0	373087	373395	373243	50	-411.75958	-952.63613
contig0	373402	373769	373570	50	-403.14497	-852.34165
contig0	373772	374130	373945	50	-420.49414	-994.67492
contig0	374138	374480	374324	50	-407.98364	-769.51502
contig0	374484	374843	374658	50	-414.90173	-861.18515
contig0	374852	375330	375107	50	-413.75808	-819.43016
contig0	375331	375743	375544	50	-397.80813	-765.10194
contig0	375752	376197	375981	50	-377.05886	-580.42759
contig0	376198	376707	376438	50	-382.32815	-702.1589
contig0	376709	377003	376853	50	-398.15403	-762.83309
contig0	377006	377447	377218	50	-452.94128	-939.13572
contig0	377453	377904	377694	50	-379.28741	-835.45594
contig0	377905	378295	378104	50	-405.88191	-708.59489
contig0	378301	378650	378489	50	-379.12222	-603.50246
contig0	378654	378975	378823	50	-425.00703	-807.41661
contig0	378984	379335	379167	50	-456.20578	-1208.67933
contig0	379340	379715	379537	50	-395.30645	-906.19058
contig0	379718	380109	379914	50	-371.21545	-492.02222
contig0	380111	380557	380329	50	-391.47725	-691.0974
contig0	380579	380923	380781	50	-402.76903	-762.65674
contig0	380932	381298	381102	50	-402.05889	-743.06335
contig0	381309	381675	381514	50	-375.20071	-886.58337
contig0	381676	381996	381837	50	-406.88720	-772.06268
contig0	381998	382533	382252	50	-395.36418	-783.45221
contig0	382548	382889	382725	50	-363.23731	-586.15273
contig0	382893	383200	383020	50	-402.45881	-710.36906
contig0	383213	383528	383370	50	-414.65520	-964.67614
contig0	383529	383798	383656	50	-403.23630	-1039.86366
contig0	383813	384241	384073	50	-393.75431	-708.02992
contig0	384246	384644	384454	50	-408.33552	-820.98587
contig0	384645	385103	384902	50	-404.55362	-829.76198
contig0	385106	385432	385261	50	-380.89294	-706.76552
contig0	385433	385814	385623	50	-405.91537	-843.56218
contig0	385817	386228	386027	50	-422.91233	-968.755
contig0	386230	386543	386388	50	-382.17159	-711.53889
contig0	386567	386892	386749	50	-389.18763	-690.65485
contig0	386907	387268	387079	50	-377.71797	-775.00894
contig0	387270	387774	387506	50	-398.69207	-881.26195
contig0	387786	388259	388050	50	-385.27420	-894.64181
contig0	388261	388639	388481	50	-393.38994	-899.79655
contig0	388645	389079	388863	50	-395.23011	-863.42265
contig0	389080	389492	389312	50	-375.79106	-735.26809
contig0	389495	389822	389664	50	-433.93868	-1078.01294
contig0	389857	390212	390043	50	-387.51209	-988.57168
contig0	390215	390584	390404	50	-412.76752	-709.99079
contig0	390593	391043	390816	50	-401.85169	-1000.19815
contig0	391045	391466	391254	50	-371.12255	-517.79268
contig0	391469	391921	391716	50	-396.71247	-799.82509
contig0	391932	392300	392094	50	-439.03333	-936.38215
contig0	392302	392694	392514	50	-444.94135	-1267.17071
contig0	392704	393004	392867	50	-382.30035	-812.73651
contig0	393006	393367	393192	50	-400.28166	-873.47416
contig0	393378	393706	393555	50	-372.99173	-695.59407
contig0	393708	394117	393905	50	-374.60180	-700.93785
contig0	394122	394452	394279	50	-433.06454	-1409.46765
contig0	394460	394860	394620	50	-446.28652	-783.48637
contig0	394868	395280	395079	50	-391.48237	-726.56271
contig0	395282	395648	395449	50	-421.87287	-795.34414
contig0	395658	396170	395903	50	-403.40407	-1161.11339
contig0	396172	396658	396382	50	-372.33878	-602.10798
contig0	396659	397099	396873	50	-406.39443	-800.91977
contig0	397102	397558	397334	50	-390.51042	-864.51622
contig0	397573	397942	397751	50	-377.33116	-761.95312
contig0	398008	398381	398192	50	-372.86783	-651.56749
contig0	398390	398841	398619	50	-381.84528	-725.67939
contig0	398847	399200	399030	50	-375.35398	-850.42682
contig0	399203	399672	399444	50	-380.18891	-679.04005
contig0	399676	400049	399877	50	-399.37805	-825.57359
contig0	400057	400506	400283	50	-415.98101	-699.21855
contig0	400510	400812	400648	50	-394.68082	-717.97676
contig0	400819	401092	400952	50	-452.95768	-1022.74292
contig0	401096	401408	401254	50	-395.65425	-864.74378
contig0	401409	401877	401667	50	-380.05519	-829.03663
contig0	401880	402238	402070	50	-401.16517	-1018.25567
contig0	402249	402639	402460	50	-407.68326	-799.36722
contig0	402648	403026	402833	50	-394.08944	-963.77622
contig0	403043	403479	403266	50	-393.72283	-770.85914
contig0	403493	403858	403659	50	-403.54993	-806.11932
contig0	403860	404227	404020	50	-422.66448	-823.23579
contig0	404238	404600	404422	50	-374.39992	-755.81132
contig0	404601	404973	404760	50	-434.69386	-1062.98309
